0x00323352,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-s170-goods-box-05-DES\set-s170-goods-box-05-DES.g1p
0x003A6317,Plugins\FieldEditor4\LAND\TWILIGHT_LIGHT\MHE_TMD4\set-bonfire-bamboo-01\set-bonfire-bamboo-01.g1cox
0x00511597,Plugins\FieldEditor4\LAND\DAYLIGHT_CMN_GENERAL\MHE_TMD4\set-S130-barrel-gunpowder-01\set-S130-barrel-gunpowder-01.g1cox
0x0072878F,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-csl-goods-box-01-DES\set-csl-goods-box-01-DES.g1mx
0x00ACF31D,Plugins\FieldEditor4\LAND\DAYLIGHT_CMN_GENERAL\MHE_TMD4\set-gdt-sen-kzk-temple-floor-01-DES\set-gdt-sen-kzk-temple-floor-01-DES.g1cox
0x00B62E35,Plugins\FieldEditor4\LAND\TWILIGHT_OBJECT\MHE_TMD4\set-s010-hill-stone-07\set-s010-hill-stone-07.g1cox
0x00C11647,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-csl-goods-weapon-08-DES\set-csl-goods-weapon-08-DES.g1cox
0x00D0952E,Plugins\FieldEditor4\LAND\DAYLIGHT_SEN_OBJECT\MHE_TMD4\set-sen-cmn-goods-tea-03-DES\set-sen-cmn-goods-tea-03-DES.g1cox
0x00F44F13,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-csl-goods-cloth-05\obj-csl-goods-cloth-05.g1cox
0x00F6DC1B,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-s170-goods-cloth-04-DES\obj-s170-goods-cloth-04-DES.g1cox
0x010C9DEA,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-csl-goods-tea-01-DES\set-csl-goods-tea-01-DES.g1mx
0x013C22BA,Plugins\FieldEditor4\LAND\DAYLIGHT_CMN_PLANTINS\MHE_TMD4\set-dyl-tree-boss-small-02-DES-i\set-dyl-tree-boss-small-02-DES-i.g1mx
0x0181A726,Plugins\FieldEditor4\LAND\DAYLIGHT_SEN_OBJECT\MHE_TMD4\set-MS-sen-htmt-coral-02c-DES\set-MS-sen-htmt-coral-02c-DES.g1p
0x01A492F9,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-s01-goods-desk-03-DES\set-s01-goods-desk-03-DES.g1p
0x01C0DD4F,Plugins\FieldEditor4\LAND\DAYLIGHT_CMN_GENERAL\MHE_TMD4\set-bak-gdt-hell-blade-tpo\set-bak-gdt-hell-blade-tpo.g1cox
0x01E9716C,Plugins\FieldEditor4\LAND\TWILIGHT_OBJECT\MHE_TMD4\set-general-placement-10-bk\set-general-placement-10-bk.g1mx
0x01F2A697,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s01-china-goods-table-01b-DES\set-s01-china-goods-table-01b-DES.g1mx
0x01FCA62E,Plugins\FieldEditor4\LAND\DRAFT_MODEL_CONTAINER\MHE_TMD4\set-S050-fbbox-01\set-S050-fbbox-01.g1mx
0x02001B3B,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-s02-edo-ysw-object-folding-screen-01-DES\set-s02-edo-ysw-object-folding-screen-01-DES.g1mx
0x0203688B,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-s01-sakr-goods-dish03-DES\set-s01-sakr-goods-dish03-DES.g1p
0x0203D42B,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s02-edj-nakaoku-millet-00-DES\set-s02-edj-nakaoku-millet-00-DES.g1cox
0x0206BB3C,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s02-ykhm-objects-00-dish01-DES\set-s02-ykhm-objects-00-dish01-DES.g1mx
0x0215D07A,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s170-goods-table-05\set-s170-goods-table-05.g1p
0x022803CF,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-csl-goods-cushion-02-DES\set-csl-goods-cushion-02-DES.g1p
0x022AA1F2,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-csl-goods-cloth-06\obj-csl-goods-cloth-06.g1cox
0x022ED990,Plugins\FieldEditor4\LAND\DAYLIGHT_CMN_GENERAL\MHE_TMD4\set-GGT-s0310-bamboo-M-02-DES\set-GGT-s0310-bamboo-M-02-DES.g1cox
0x02425B57,Plugins\FieldEditor4\LAND\DAYLIGHT_KOD_OBJECT\MHE_TMD4\set-MS-kod-sakimori-01-DES\set-MS-kod-sakimori-01-DES.g1cox
0x0296C0F0,Plugins\FieldEditor4\LAND\TWILIGHT_OBJECT\MHE_TMD4\set-S350-altar-02-brk\set-S350-altar-02-brk.g1cox
0x02D9F028,Plugins\FieldEditor4\LAND\DAYLIGHT_EDO_OBJECT\MHE_TMD4\set-edo-edojo-pot-01-DES\set-edo-edojo-pot-01-DES.g1p
0x0309D73B,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-csl-goods-sword-02-DES\set-csl-goods-sword-02-DES.g1mx
0x030BF7C8,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s01-sksh-wood-objects-03a-DES\set-s01-sksh-wood-objects-03a-DES.g1p
0x0318B2A3,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-csl-goods-table-02-DES\set-csl-goods-table-02-DES.g1cox
0x0327D072,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s01-ysk-objects-00-cabinets01-DES\set-s01-ysk-objects-00-cabinets01-DES.g1mx
0x0343F5F1,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-s01-benten-umbrella-01\set-s01-benten-umbrella-01.g1mx
0x034D71E0,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-csl-goods-desk-01-DES\set-csl-goods-desk-01-DES.g1cox
0x03593AD6,Plugins\FieldEditor4\LAND\DAYLIGHT_EDO_OBJECT\MHE_TMD4\set-edo-edojo-box-01-DES\set-edo-edojo-box-01-DES.g1cox
0x036AE3FC,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s01-ykp-shop-drug-object-24a-DES\set-s01-ykp-shop-drug-object-24a-DES.g1p
0x037B5281,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-csl-goods-tea-03-DES\set-csl-goods-tea-03-DES.g1cox
0x037C2704,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-csl-goods-screen-01a-DES\set-csl-goods-screen-01a-DES.g1p
0x0396C8E0,Plugins\FieldEditor4\LAND\RONIN_OBJECT03\MHE_TMD4\set-s01-ykp-shop-kajiya-object-17a-DES\set-s01-ykp-shop-kajiya-object-17a-DES.g1p
0x03A2453D,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s01-ykp-shop-kajiya-object-13a-DES\set-s01-ykp-shop-kajiya-object-13a-DES.g1cox
0x04065FEE,Plugins\FieldEditor4\LAND\TWILIGHT_OBJECT\MHE_TMD4\set-s140-shield-05\set-s140-shield-05.g1cox
0x0419626B,Plugins\FieldEditor4\LAND\TWILIGHT_OBJECT\MHE_TMD4\set-general-placement-07-dirt\set-general-placement-07-dirt.g1cox
0x04647B7C,Plugins\FieldEditor4\LAND\TWILIGHT_OBJECT\MHE_TMD4\set-s010-bg-gm-04\set-s010-bg-gm-04.g1mx
0x046C15C3,Plugins\FieldEditor4\LAND\DAYLIGHT_SEN_OBJECT\MHE_TMD4\set-MS-sen-htmt-coral-02c-DES\set-MS-sen-htmt-coral-02c-DES.g1mx
0x04958E17,Plugins\FieldEditor4\LAND\TWILIGHT_OBJECT\MHE_TMD4\set-gl-brkobj-box-01a\set-gl-brkobj-box-01a.g1mx
0x04B02E87,Plugins\FieldEditor4\LAND\RONIN_OBJECT\MHE_TMD4\set-s02-edj-nakaoku-millet-00-DES\set-s02-edj-nakaoku-millet-00-DES.g1p
0x04BF9F68,Plugins\FieldEditor4\LAND\DAYLIGHT_SEN_OBJECT\MHE_TMD4\set-MS-sen-htmt-coral-02a-DES\set-MS-sen-htmt-coral-02a-DES.g1p
